Estado_A,Filial_A,Estado_B,Filial_B,Distancia_km,Leadtime
RJ,ANIMALE IPANEMA CM,SP,ANIMALE JK SAO PAULO CM,360.972,8.122
SP,ANIMALE JK SAO PAULO CM,RJ,ANIMALE IPANEMA CM,360.972,8.122
RJ,ANIMALE IPANEMA CM,RJ,ANIMALE ORO IPANEMA CM,0.43,0.01
RJ,ANIMALE ORO IPANEMA CM,RJ,ANIMALE IPANEMA CM,0.43,0.01
RJ,ANIMALE IPANEMA CM,SP,ANIMALE OSCAR FREIRE CM,360.355,8.108
SP,ANIMALE OSCAR FREIRE CM,RJ,ANIMALE IPANEMA CM,360.355,8.108
RJ,ANIMALE IPANEMA CM,RJ,ANIMALE PLAZA CM,9.791,0.22
RJ,ANIMALE PLAZA CM,RJ,ANIMALE IPANEMA CM,9.791,0.22
RJ,ANIMALE IPANEMA CM,RS,ANIMALE PORTO ALEGRE CM,1111.617,25.011
RS,ANIMALE PORTO ALEGRE CM,RJ,ANIMALE IPANEMA CM,1111.617,25.011
RJ,ANIMALE IPANEMA CM,ES,ANIMALE PRAIA DO CANTO CM,423.938,9.539
ES,ANIMALE PRAIA DO CANTO CM,RJ,ANIMALE IPANEMA CM,423.938,9.539
RJ,ANIMALE IPANEMA CM,SP,ANIMALE SAO CAETANO CM,352.446,7.93
SP,ANIMALE SAO CAETANO CM,RJ,ANIMALE IPANEMA CM,352.446,7.93
RJ,ANIMALE IPANEMA CM,MG,ANIMALE SAVASSI CM,346.324,7.792
MG,ANIMALE SAVASSI CM,RJ,ANIMALE IPANEMA CM,346.324,7.792
RJ,ANIMALE IPANEMA CM,PR,ANIMALE SHOP BATEL CM,674.825,15.184
PR,ANIMALE SHOP BATEL CM,RJ,ANIMALE IPANEMA CM,674.825,15.184
RJ,ANIMALE IPANEMA CM,DF,ANIMALE SHOP BRASILIA CM,936.422,21.069
DF,ANIMALE SHOP BRASILIA CM,RJ,ANIMALE IPANEMA CM,936.422,21.069
RJ,ANIMALE IPANEMA CM,RJ,ANIMALE SHOP LEBLON CM,1.589,0.036
RJ,ANIMALE SHOP LEBLON CM,RJ,ANIMALE IPANEMA CM,1.589,0.036
RJ,ANIMALE IPANEMA CM,RJ,ANIMALE SHOP TIJUCA CM,6.886,0.155
RJ,ANIMALE SHOP TIJUCA CM,RJ,ANIMALE IPANEMA CM,6.886,0.155
RJ,ANIMALE IPANEMA CM,ES,ANIMALE SHOP VITORIA CM,422.958,9.517
ES,ANIMALE SHOP VITORIA CM,RJ,ANIMALE IPANEMA CM,422.958,9.517
RJ,ANIMALE IPANEMA CM,PA,ANIMALE BELEM CM,2450.577,55.138
PA,ANIMALE BELEM CM,RJ,ANIMALE IPANEMA CM,2450.577,55.138
RJ,ANIMALE IPANEMA CM,MG,ANIMALE BH SHOP CM,331.2,7.452
MG,ANIMALE BH SHOP CM,RJ,ANIMALE IPANEMA CM,331.2,7.452
RJ,ANIMALE IPANEMA CM,SP,ANIMALE CAMPINAS CM,391.839,8.816
SP,ANIMALE CAMPINAS CM,RJ,ANIMALE IPANEMA CM,391.839,8.816
RJ,ANIMALE IPANEMA CM,MS,ANIMALE CAMPO GRANDE CM,1209.986,27.225
MS,ANIMALE CAMPO GRANDE CM,RJ,ANIMALE IPANEMA CM,1209.986,27.225
RJ,ANIMALE IPANEMA CM,SP,ANIMALE ELDORADO CM,360.907,8.12
SP,ANIMALE ELDORADO CM,RJ,ANIMALE IPANEMA CM,360.907,8.12
RJ,ANIMALE IPANEMA CM,PB,ANIMALE JOAO PESSOA CM,1972.877,44.39
PB,ANIMALE JOAO PESSOA CM,RJ,ANIMALE IPANEMA CM,1972.877,44.39
RJ,ANIMALE IPANEMA CM,DF,ANIMALE LAGO SUL CM,930.356,20.933
DF,ANIMALE LAGO SUL CM,RJ,ANIMALE IPANEMA CM,930.356,20.933
RJ,ANIMALE IPANEMA CM,PR,ANIMALE LONDRINA CM,818.014,18.405
PR,ANIMALE LONDRINA CM,RJ,ANIMALE IPANEMA CM,818.014,18.405
RJ,ANIMALE IPANEMA CM,MG,ANIMALE LOURDES CM,346.531,7.797
MG,ANIMALE LOURDES CM,RJ,ANIMALE IPANEMA CM,346.531,7.797
RJ,ANIMALE IPANEMA CM,AL,ANIMALE MACEIO CM,1679.92,37.798
AL,ANIMALE MACEIO CM,RJ,ANIMALE IPANEMA CM,1679.92,37.798
RJ,ANIMALE IPANEMA CM,MT,ANIMALE ESTACAO CUIABA CM,1583.941,35.639
MT,ANIMALE ESTACAO CUIABA CM,RJ,ANIMALE IPANEMA CM,1583.941,35.639
RJ,ANIMALE IPANEMA CM,GO,ANIMALE FLAMBOYANT CM,939.277,21.134
GO,ANIMALE FLAMBOYANT CM,RJ,ANIMALE IPANEMA CM,939.277,21.134
RJ,ANIMALE IPANEMA CM,SC,ANIMALE FLORIANOPOLIS CM,740.683,16.665
SC,ANIMALE FLORIANOPOLIS CM,RJ,ANIMALE IPANEMA CM,740.683,16.665
RJ,ANIMALE IPANEMA CM,CE,ANIMALE FORTALEZA CM,2186.818,49.203
CE,ANIMALE FORTALEZA CM,RJ,ANIMALE IPANEMA CM,2186.818,49.203
RJ,ANIMALE IPANEMA CM,SP,ANIMALE GAL CAMPINAS CM,391.871,8.817
SP,ANIMALE GAL CAMPINAS CM,RJ,ANIMALE IPANEMA CM,391.871,8.817
RJ,ANIMALE IPANEMA CM,MT,ANIMALE GOIABEIRAS CM,1582.93,35.616
MT,ANIMALE GOIABEIRAS CM,RJ,ANIMALE IPANEMA CM,1582.93,35.616
RJ,ANIMALE IPANEMA CM,SP,ANIMALE SJ RIO PRETO CM,682.856,15.364
SP,ANIMALE SJ RIO PRETO CM,RJ,ANIMALE IPANEMA CM,682.856,15.364
RJ,ANIMALE IPANEMA CM,SP,ANIMALE VILA NOVA CM,358.727,8.071
SP,ANIMALE VILA NOVA CM,RJ,ANIMALE IPANEMA CM,358.727,8.071
RJ,ANIMALE IPANEMA CM,ES,ANIMALE VILA VELHA CM,421.245,9.478
ES,ANIMALE VILA VELHA CM,RJ,ANIMALE IPANEMA CM,421.245,9.478
RJ,ANIMALE IPANEMA CM,SP,ANIMALE VILLA LOBOS CM,363.446,8.178
SP,ANIMALE VILLA LOBOS CM,RJ,ANIMALE IPANEMA CM,363.446,8.178
RJ,ANIMALE IPANEMA CM,RJ,ANIMALE VILLAGE MALL CM,23.313,0.525
RJ,ANIMALE VILLAGE MALL CM,RJ,ANIMALE IPANEMA CM,23.313,0.525
RJ,ANIMALE IPANEMA CM,AM,ANIMALE MANAUARA CM,2850.069,64.127
AM,ANIMALE MANAUARA CM,RJ,ANIMALE IPANEMA CM,2850.069,64.127
RJ,ANIMALE IPANEMA CM,SP,ANIMALE MOEMA CM,360.731,8.116
SP,ANIMALE MOEMA CM,RJ,ANIMALE IPANEMA CM,360.731,8.116
RJ,ANIMALE IPANEMA CM,RS,ANIMALE MOINHOS CM,1114.355,25.073
RS,ANIMALE MOINHOS CM,RJ,ANIMALE IPANEMA CM,1114.355,25.073
RJ,ANIMALE IPANEMA CM,SP,ANIMALE MORUMBI CM,363.911,8.188
SP,ANIMALE MORUMBI CM,RJ,ANIMALE IPANEMA CM,363.911,8.188
RJ,ANIMALE IPANEMA CM,PR,ANIMALE MUELLER CM,672.132,15.123
PR,ANIMALE MUELLER CM,RJ,ANIMALE IPANEMA CM,672.132,15.123
RJ,ANIMALE IPANEMA CM,RN,ANIMALE NATAL CM,2082.314,46.852
RN,ANIMALE NATAL CM,RJ,ANIMALE IPANEMA CM,2082.314,46.852
SP,ANIMALE JK SAO PAULO CM,RJ,ANIMALE ORO IPANEMA CM,360.553,8.112
RJ,ANIMALE ORO IPANEMA CM,SP,ANIMALE JK SAO PAULO CM,360.553,8.112
SP,ANIMALE JK SAO PAULO CM,SP,ANIMALE OSCAR FREIRE CM,2.797,0.063
SP,ANIMALE OSCAR FREIRE CM,SP,ANIMALE JK SAO PAULO CM,2.797,0.063
SP,ANIMALE JK SAO PAULO CM,RJ,ANIMALE PLAZA CM,366.058,8.236
RJ,ANIMALE PLAZA CM,SP,ANIMALE JK SAO PAULO CM,366.058,8.236
SP,ANIMALE JK SAO PAULO CM,RS,ANIMALE PORTO ALEGRE CM,841.25,18.928
RS,ANIMALE PORTO ALEGRE CM,SP,ANIMALE JK SAO PAULO CM,841.25,18.928
SP,ANIMALE JK SAO PAULO CM,ES,ANIMALE PRAIA DO CANTO CM,753.052,16.944
ES,ANIMALE PRAIA DO CANTO CM,SP,ANIMALE JK SAO PAULO CM,753.052,16.944
SP,ANIMALE JK SAO PAULO CM,SP,ANIMALE SAO CAETANO CM,10.322,0.232
SP,ANIMALE SAO CAETANO CM,SP,ANIMALE JK SAO PAULO CM,10.322,0.232
SP,ANIMALE JK SAO PAULO CM,MG,ANIMALE SAVASSI CM,494.518,11.127
MG,ANIMALE SAVASSI CM,SP,ANIMALE JK SAO PAULO CM,494.518,11.127
SP,ANIMALE JK SAO PAULO CM,PR,ANIMALE SHOP BATEL CM,335.205,7.542
PR,ANIMALE SHOP BATEL CM,SP,ANIMALE JK SAO PAULO CM,335.205,7.542
SP,ANIMALE JK SAO PAULO CM,DF,ANIMALE SHOP BRASILIA CM,872.778,19.638
DF,ANIMALE SHOP BRASILIA CM,SP,ANIMALE JK SAO PAULO CM,872.778,19.638
SP,ANIMALE JK SAO PAULO CM,RJ,ANIMALE SHOP LEBLON CM,359.81,8.096
RJ,ANIMALE SHOP LEBLON CM,SP,ANIMALE JK SAO PAULO CM,359.81,8.096
SP,ANIMALE JK SAO PAULO CM,RJ,ANIMALE SHOP TIJUCA CM,357.632,8.047
RJ,ANIMALE SHOP TIJUCA CM,SP,ANIMALE JK SAO PAULO CM,357.632,8.047
SP,ANIMALE JK SAO PAULO CM,ES,ANIMALE SHOP VITORIA CM,752.428,16.93
ES,ANIMALE SHOP VITORIA CM,SP,ANIMALE JK SAO PAULO CM,752.428,16.93
SP,ANIMALE JK SAO PAULO CM,PA,ANIMALE BELEM CM,2457.361,55.291
PA,ANIMALE BELEM CM,SP,ANIMALE JK SAO PAULO CM,2457.361,55.291
SP,ANIMALE JK SAO PAULO CM,MG,ANIMALE BH SHOP CM,458.945,10.326
MG,ANIMALE BH SHOP CM,SP,ANIMALE JK SAO PAULO CM,458.945,10.326
SP,ANIMALE JK SAO PAULO CM,SP,ANIMALE CAMPINAS CM,84.681,1.905
SP,ANIMALE CAMPINAS CM,SP,ANIMALE JK SAO PAULO CM,84.681,1.905
SP,ANIMALE JK SAO PAULO CM,MS,ANIMALE CAMPO GRANDE CM,887.174,19.961
MS,ANIMALE CAMPO GRANDE CM,SP,ANIMALE JK SAO PAULO CM,887.174,19.961
SP,ANIMALE JK SAO PAULO CM,SP,ANIMALE ELDORADO CM,2.518,0.057
SP,ANIMALE ELDORADO CM,SP,ANIMALE JK SAO PAULO CM,2.518,0.057
SP,ANIMALE JK SAO PAULO CM,PB,ANIMALE JOAO PESSOA CM,2219.771,49.945
PB,ANIMALE JOAO PESSOA CM,SP,ANIMALE JK SAO PAULO CM,2219.771,49.945
SP,ANIMALE JK SAO PAULO CM,DF,ANIMALE LAGO SUL CM,865.741,19.479
DF,ANIMALE LAGO SUL CM,SP,ANIMALE JK SAO PAULO CM,865.741,19.479
SP,ANIMALE JK SAO PAULO CM,PR,ANIMALE LONDRINA CM,461.766,10.39
PR,ANIMALE LONDRINA CM,SP,ANIMALE JK SAO PAULO CM,461.766,10.39
SP,ANIMALE JK SAO PAULO CM,MG,ANIMALE LOURDES CM,493.128,11.095
MG,ANIMALE LOURDES CM,SP,ANIMALE JK SAO PAULO CM,493.128,11.095
SP,ANIMALE JK SAO PAULO CM,AL,ANIMALE MACEIO CM,1935.234,43.543
AL,ANIMALE MACEIO CM,SP,ANIMALE JK SAO PAULO CM,1935.234,43.543
SP,ANIMALE JK SAO PAULO CM,MT,ANIMALE ESTACAO CUIABA CM,1327.955,29.879
MT,ANIMALE ESTACAO CUIABA CM,SP,ANIMALE JK SAO PAULO CM,1327.955,29.879
SP,ANIMALE JK SAO PAULO CM,GO,ANIMALE FLAMBOYANT CM,807.454,18.168
GO,ANIMALE FLAMBOYANT CM,SP,ANIMALE JK SAO PAULO CM,807.454,18.168
SP,ANIMALE JK SAO PAULO CM,SC,ANIMALE FLORIANOPOLIS CM,481.293,10.829
SC,ANIMALE FLORIANOPOLIS CM,SP,ANIMALE JK SAO PAULO CM,481.293,10.829
SP,ANIMALE JK SAO PAULO CM,CE,ANIMALE FORTALEZA CM,2363.553,53.18
CE,ANIMALE FORTALEZA CM,SP,ANIMALE JK SAO PAULO CM,2363.553,53.18
SP,ANIMALE JK SAO PAULO CM,SP,ANIMALE GAL CAMPINAS CM,87.656,1.972
SP,ANIMALE GAL CAMPINAS CM,SP,ANIMALE JK SAO PAULO CM,87.656,1.972
SP,ANIMALE JK SAO PAULO CM,MT,ANIMALE GOIABEIRAS CM,1327.089,29.86
MT,ANIMALE GOIABEIRAS CM,SP,ANIMALE JK SAO PAULO CM,1327.089,29.86
SP,ANIMALE JK SAO PAULO CM,SP,ANIMALE SJ RIO PRETO CM,412.867,9.29
SP,ANIMALE SJ RIO PRETO CM,SP,ANIMALE JK SAO PAULO CM,412.867,9.29
SP,ANIMALE JK SAO PAULO CM,SP,ANIMALE VILA NOVA CM,6.324,0.142
SP,ANIMALE VILA NOVA CM,SP,ANIMALE JK SAO PAULO CM,6.324,0.142
SP,ANIMALE JK SAO PAULO CM,ES,ANIMALE VILA VELHA CM,751.187,16.902
ES,ANIMALE VILA VELHA CM,SP,ANIMALE JK SAO PAULO CM,751.187,16.902
SP,ANIMALE JK SAO PAULO CM,SP,ANIMALE VILLA LOBOS CM,3.239,0.073
SP,ANIMALE VILLA LOBOS CM,SP,ANIMALE JK SAO PAULO CM,3.239,0.073
SP,ANIMALE JK SAO PAULO CM,RJ,ANIMALE VILLAGE MALL CM,337.791,7.6
RJ,ANIMALE VILLAGE MALL CM,SP,ANIMALE JK SAO PAULO CM,337.791,7.6
SP,ANIMALE JK SAO PAULO CM,AM,ANIMALE MANAUARA CM,2682.866,60.364
AM,ANIMALE MANAUARA CM,SP,ANIMALE JK SAO PAULO CM,2682.866,60.364
SP,ANIMALE JK SAO PAULO CM,SP,ANIMALE MOEMA CM,2.014,0.045
SP,ANIMALE MOEMA CM,SP,ANIMALE JK SAO PAULO CM,2.014,0.045
SP,ANIMALE JK SAO PAULO CM,RS,ANIMALE MOINHOS CM,843.26,18.973
RS,ANIMALE MOINHOS CM,SP,ANIMALE JK SAO PAULO CM,843.26,18.973
SP,ANIMALE JK SAO PAULO CM,SP,ANIMALE MORUMBI CM,4.725,0.106
SP,ANIMALE MORUMBI CM,SP,ANIMALE JK SAO PAULO CM,4.725,0.106
SP,ANIMALE JK SAO PAULO CM,PR,ANIMALE MUELLER CM,332.105,7.472
PR,ANIMALE MUELLER CM,SP,ANIMALE JK SAO PAULO CM,332.105,7.472
SP,ANIMALE JK SAO PAULO CM,RN,ANIMALE NATAL CM,2316.202,52.115
RN,ANIMALE NATAL CM,SP,ANIMALE JK SAO PAULO CM,2316.202,52.115
RJ,ANIMALE ORO IPANEMA CM,SP,ANIMALE OSCAR FREIRE CM,359.936,8.099
SP,ANIMALE OSCAR FREIRE CM,RJ,ANIMALE ORO IPANEMA CM,359.936,8.099
RJ,ANIMALE ORO IPANEMA CM,RJ,ANIMALE PLAZA CM,9.929,0.223
RJ,ANIMALE PLAZA CM,RJ,ANIMALE ORO IPANEMA CM,9.929,0.223
RJ,ANIMALE ORO IPANEMA CM,RS,ANIMALE PORTO ALEGRE CM,1111.33,25.005
RS,ANIMALE PORTO ALEGRE CM,RJ,ANIMALE ORO IPANEMA CM,1111.33,25.005
RJ,ANIMALE ORO IPANEMA CM,ES,ANIMALE PRAIA DO CANTO CM,424.237,9.545
ES,ANIMALE PRAIA DO CANTO CM,RJ,ANIMALE ORO IPANEMA CM,424.237,9.545
RJ,ANIMALE ORO IPANEMA CM,SP,ANIMALE SAO CAETANO CM,352.029,7.921
SP,ANIMALE SAO CAETANO CM,RJ,ANIMALE ORO IPANEMA CM,352.029,7.921
RJ,ANIMALE ORO IPANEMA CM,MG,ANIMALE SAVASSI CM,346.217,7.79
MG,ANIMALE SAVASSI CM,RJ,ANIMALE ORO IPANEMA CM,346.217,7.79
RJ,ANIMALE ORO IPANEMA CM,PR,ANIMALE SHOP BATEL CM,674.441,15.175
PR,ANIMALE SHOP BATEL CM,RJ,ANIMALE ORO IPANEMA CM,674.441,15.175
RJ,ANIMALE ORO IPANEMA CM,DF,ANIMALE SHOP BRASILIA CM,936.18,21.064
DF,ANIMALE SHOP BRASILIA CM,RJ,ANIMALE ORO IPANEMA CM,936.18,21.064
RJ,ANIMALE ORO IPANEMA CM,RJ,ANIMALE SHOP LEBLON CM,1.234,0.028
RJ,ANIMALE SHOP LEBLON CM,RJ,ANIMALE ORO IPANEMA CM,1.234,0.028
RJ,ANIMALE ORO IPANEMA CM,RJ,ANIMALE SHOP TIJUCA CM,6.603,0.149
RJ,ANIMALE SHOP TIJUCA CM,RJ,ANIMALE ORO IPANEMA CM,6.603,0.149
RJ,ANIMALE ORO IPANEMA CM,ES,ANIMALE SHOP VITORIA CM,423.258,9.523
ES,ANIMALE SHOP VITORIA CM,RJ,ANIMALE ORO IPANEMA CM,423.258,9.523
RJ,ANIMALE ORO IPANEMA CM,PA,ANIMALE BELEM CM,2450.458,55.135
PA,ANIMALE BELEM CM,RJ,ANIMALE ORO IPANEMA CM,2450.458,55.135
RJ,ANIMALE ORO IPANEMA CM,MG,ANIMALE BH SHOP CM,331.052,7.449
MG,ANIMALE BH SHOP CM,RJ,ANIMALE ORO IPANEMA CM,331.052,7.449
RJ,ANIMALE ORO IPANEMA CM,SP,ANIMALE CAMPINAS CM,391.409,8.807
SP,ANIMALE CAMPINAS CM,RJ,ANIMALE ORO IPANEMA CM,391.409,8.807
RJ,ANIMALE ORO IPANEMA CM,MS,ANIMALE CAMPO GRANDE CM,1209.562,27.215
MS,ANIMALE CAMPO GRANDE CM,RJ,ANIMALE ORO IPANEMA CM,1209.562,27.215
RJ,ANIMALE ORO IPANEMA CM,SP,ANIMALE ELDORADO CM,360.488,8.111
SP,ANIMALE ELDORADO CM,RJ,ANIMALE ORO IPANEMA CM,360.488,8.111
RJ,ANIMALE ORO IPANEMA CM,PB,ANIMALE JOAO PESSOA CM,1973.068,44.394
PB,ANIMALE JOAO PESSOA CM,RJ,ANIMALE ORO IPANEMA CM,1973.068,44.394
RJ,ANIMALE ORO IPANEMA CM,DF,ANIMALE LAGO SUL CM,930.113,20.928
DF,ANIMALE LAGO SUL CM,RJ,ANIMALE ORO IPANEMA CM,930.113,20.928
RJ,ANIMALE ORO IPANEMA CM,PR,ANIMALE LONDRINA CM,817.587,18.396
PR,ANIMALE LONDRINA CM,RJ,ANIMALE ORO IPANEMA CM,817.587,18.396
RJ,ANIMALE ORO IPANEMA CM,MG,ANIMALE LOURDES CM,346.422,7.794
MG,ANIMALE LOURDES CM,RJ,ANIMALE ORO IPANEMA CM,346.422,7.794
RJ,ANIMALE ORO IPANEMA CM,AL,ANIMALE MACEIO CM,1680.121,37.803
AL,ANIMALE MACEIO CM,RJ,ANIMALE ORO IPANEMA CM,1680.121,37.803
RJ,ANIMALE ORO IPANEMA CM,MT,ANIMALE ESTACAO CUIABA CM,1583.558,35.63
MT,ANIMALE ESTACAO CUIABA CM,RJ,ANIMALE ORO IPANEMA CM,1583.558,35.63
RJ,ANIMALE ORO IPANEMA CM,GO,ANIMALE FLAMBOYANT CM,938.972,21.127
GO,ANIMALE FLAMBOYANT CM,RJ,ANIMALE ORO IPANEMA CM,938.972,21.127
RJ,ANIMALE ORO IPANEMA CM,SC,ANIMALE FLORIANOPOLIS CM,740.386,16.659
SC,ANIMALE FLORIANOPOLIS CM,RJ,ANIMALE ORO IPANEMA CM,740.386,16.659
RJ,ANIMALE ORO IPANEMA CM,CE,ANIMALE FORTALEZA CM,2186.91,49.205
CE,ANIMALE FORTALEZA CM,RJ,ANIMALE ORO IPANEMA CM,2186.91,49.205
RJ,ANIMALE ORO IPANEMA CM,SP,ANIMALE GAL CAMPINAS CM,391.441,8.807
SP,ANIMALE GAL CAMPINAS CM,RJ,ANIMALE ORO IPANEMA CM,391.441,8.807
RJ,ANIMALE ORO IPANEMA CM,MT,ANIMALE GOIABEIRAS CM,1582.547,35.607
MT,ANIMALE GOIABEIRAS CM,RJ,ANIMALE ORO IPANEMA CM,1582.547,35.607
RJ,ANIMALE ORO IPANEMA CM,SP,ANIMALE SJ RIO PRETO CM,682.445,15.355
SP,ANIMALE SJ RIO PRETO CM,RJ,ANIMALE ORO IPANEMA CM,682.445,15.355
RJ,ANIMALE ORO IPANEMA CM,SP,ANIMALE VILA NOVA CM,358.31,8.062
SP,ANIMALE VILA NOVA CM,RJ,ANIMALE ORO IPANEMA CM,358.31,8.062
RJ,ANIMALE ORO IPANEMA CM,ES,ANIMALE VILA VELHA CM,421.546,9.485
ES,ANIMALE VILA VELHA CM,RJ,ANIMALE ORO IPANEMA CM,421.546,9.485
RJ,ANIMALE ORO IPANEMA CM,SP,ANIMALE VILLA LOBOS CM,363.027,8.168
SP,ANIMALE VILLA LOBOS CM,RJ,ANIMALE ORO IPANEMA CM,363.027,8.168
RJ,ANIMALE ORO IPANEMA CM,RJ,ANIMALE VILLAGE MALL CM,22.886,0.515
RJ,ANIMALE VILLAGE MALL CM,RJ,ANIMALE ORO IPANEMA CM,22.886,0.515
RJ,ANIMALE ORO IPANEMA CM,AM,ANIMALE MANAUARA CM,2849.772,64.12
AM,ANIMALE MANAUARA CM,RJ,ANIMALE ORO IPANEMA CM,2849.772,64.12
RJ,ANIMALE ORO IPANEMA CM,SP,ANIMALE MOEMA CM,360.313,8.107
SP,ANIMALE MOEMA CM,RJ,ANIMALE ORO IPANEMA CM,360.313,8.107
RJ,ANIMALE ORO IPANEMA CM,RS,ANIMALE MOINHOS CM,1114.067,25.066
RS,ANIMALE MOINHOS CM,RJ,ANIMALE ORO IPANEMA CM,1114.067,25.066
RJ,ANIMALE ORO IPANEMA CM,SP,ANIMALE MORUMBI CM,363.493,8.179
SP,ANIMALE MORUMBI CM,RJ,ANIMALE ORO IPANEMA CM,363.493,8.179
RJ,ANIMALE ORO IPANEMA CM,PR,ANIMALE MUELLER CM,671.748,15.114
PR,ANIMALE MUELLER CM,RJ,ANIMALE ORO IPANEMA CM,671.748,15.114
RJ,ANIMALE ORO IPANEMA CM,RN,ANIMALE NATAL CM,2082.487,46.856
RN,ANIMALE NATAL CM,RJ,ANIMALE ORO IPANEMA CM,2082.487,46.856
SP,ANIMALE OSCAR FREIRE CM,RJ,ANIMALE PLAZA CM,365.379,8.221
RJ,ANIMALE PLAZA CM,SP,ANIMALE OSCAR FREIRE CM,365.379,8.221
SP,ANIMALE OSCAR FREIRE CM,RS,ANIMALE PORTO ALEGRE CM,843.721,18.984
RS,ANIMALE PORTO ALEGRE CM,SP,ANIMALE OSCAR FREIRE CM,843.721,18.984
SP,ANIMALE OSCAR FREIRE CM,ES,ANIMALE PRAIA DO CANTO CM,751.625,16.912
ES,ANIMALE PRAIA DO CANTO CM,SP,ANIMALE OSCAR FREIRE CM,751.625,16.912
SP,ANIMALE OSCAR FREIRE CM,SP,ANIMALE SAO CAETANO CM,11.617,0.261
SP,ANIMALE SAO CAETANO CM,SP,ANIMALE OSCAR FREIRE CM,11.617,0.261
SP,ANIMALE OSCAR FREIRE CM,MG,ANIMALE SAVASSI CM,492.164,11.074
MG,ANIMALE SAVASSI CM,SP,ANIMALE OSCAR FREIRE CM,492.164,11.074
SP,ANIMALE OSCAR FREIRE CM,PR,ANIMALE SHOP BATEL CM,337.062,7.584
PR,ANIMALE SHOP BATEL CM,SP,ANIMALE OSCAR FREIRE CM,337.062,7.584
SP,ANIMALE OSCAR FREIRE CM,DF,ANIMALE SHOP BRASILIA CM,870.039,19.576
DF,ANIMALE SHOP BRASILIA CM,SP,ANIMALE OSCAR FREIRE CM,870.039,19.576
SP,ANIMALE OSCAR FREIRE CM,RJ,ANIMALE SHOP LEBLON CM,359.185,8.082
RJ,ANIMALE SHOP LEBLON CM,SP,ANIMALE OSCAR FREIRE CM,359.185,8.082
SP,ANIMALE OSCAR FREIRE CM,RJ,ANIMALE SHOP TIJUCA CM,356.97,8.032
RJ,ANIMALE SHOP TIJUCA CM,SP,ANIMALE OSCAR FREIRE CM,356.97,8.032
SP,ANIMALE OSCAR FREIRE CM,ES,ANIMALE SHOP VITORIA CM,751.006,16.898
ES,ANIMALE SHOP VITORIA CM,SP,ANIMALE OSCAR FREIRE CM,751.006,16.898
SP,ANIMALE OSCAR FREIRE CM,PA,ANIMALE BELEM CM,2454.591,55.228
PA,ANIMALE BELEM CM,SP,ANIMALE OSCAR FREIRE CM,2454.591,55.228
SP,ANIMALE OSCAR FREIRE CM,MG,ANIMALE BH SHOP CM,456.556,10.273
MG,ANIMALE BH SHOP CM,SP,ANIMALE OSCAR FREIRE CM,456.556,10.273
SP,ANIMALE OSCAR FREIRE CM,SP,ANIMALE CAMPINAS CM,82.227,1.85
SP,ANIMALE CAMPINAS CM,SP,ANIMALE OSCAR FREIRE CM,82.227,1.85
SP,ANIMALE OSCAR FREIRE CM,MS,ANIMALE CAMPO GRANDE CM,886.295,19.942
MS,ANIMALE CAMPO GRANDE CM,SP,ANIMALE OSCAR FREIRE CM,886.295,19.942
SP,ANIMALE OSCAR FREIRE CM,SP,ANIMALE ELDORADO CM,0.592,0.013
SP,ANIMALE ELDORADO CM,SP,ANIMALE OSCAR FREIRE CM,0.592,0.013
SP,ANIMALE OSCAR FREIRE CM,PB,ANIMALE JOAO PESSOA CM,2217.441,49.892
PB,ANIMALE JOAO PESSOA CM,SP,ANIMALE OSCAR FREIRE CM,2217.441,49.892
SP,ANIMALE OSCAR FREIRE CM,DF,ANIMALE LAGO SUL CM,863.002,19.418
DF,ANIMALE LAGO SUL CM,SP,ANIMALE OSCAR FREIRE CM,863.002,19.418
SP,ANIMALE OSCAR FREIRE CM,PR,ANIMALE LONDRINA CM,461.804,10.391
PR,ANIMALE LONDRINA CM,SP,ANIMALE OSCAR FREIRE CM,461.804,10.391
SP,ANIMALE OSCAR FREIRE CM,MG,ANIMALE LOURDES CM,490.769,11.042
MG,ANIMALE LOURDES CM,SP,ANIMALE OSCAR FREIRE CM,490.769,11.042
SP,ANIMALE OSCAR FREIRE CM,AL,ANIMALE MACEIO CM,1932.968,43.492
AL,ANIMALE MACEIO CM,SP,ANIMALE OSCAR FREIRE CM,1932.968,43.492
SP,ANIMALE OSCAR FREIRE CM,MT,ANIMALE ESTACAO CUIABA CM,1326.272,29.841
MT,ANIMALE ESTACAO CUIABA CM,SP,ANIMALE OSCAR FREIRE CM,1326.272,29.841
SP,ANIMALE OSCAR FREIRE CM,GO,ANIMALE FLAMBOYANT CM,804.878,18.11
GO,ANIMALE FLAMBOYANT CM,SP,ANIMALE OSCAR FREIRE CM,804.878,18.11
SP,ANIMALE OSCAR FREIRE CM,SC,ANIMALE FLORIANOPOLIS CM,483.93,10.888
SC,ANIMALE FLORIANOPOLIS CM,SP,ANIMALE OSCAR FREIRE CM,483.93,10.888
SP,ANIMALE OSCAR FREIRE CM,CE,ANIMALE FORTALEZA CM,2360.927,53.121
CE,ANIMALE FORTALEZA CM,SP,ANIMALE OSCAR FREIRE CM,2360.927,53.121
SP,ANIMALE OSCAR FREIRE CM,SP,ANIMALE GAL CAMPINAS CM,85.178,1.917
SP,ANIMALE GAL CAMPINAS CM,SP,ANIMALE OSCAR FREIRE CM,85.178,1.917
